example_idx,age,work_class,education,education_num,marital_status,occupation,role_in_family,capital_gain,work_hours_per_week,gender,race,true_label,ans_1,ans_2,ans_3,ans_4,ans_5,ans_6,ans_7,ans_8,ans_9,ans_10,ans_11,worker_id_1,worker_id_2,worker_id_3,worker_id_4,worker_id_5,worker_id_6,worker_id_7,worker_id_8,worker_id_9,worker_id_10,worker_id_11
2940,19,Private,High-school-grad,9,Never-married,Craft-repair,Child,0,40,Male,White,-1,2,3,3,3,1,2,4,2,2,1,3,worker_286,worker_421,worker_45,worker_292,worker_640,worker_425,worker_379,worker_109,worker_410,worker_458,worker_31
2941,54,Private,High-school-grad,9,Never-married,Handlers-cleaners,Child,0,40,Male,White,-1,1,2,3,1,4,1,3,2,1,3,1,worker_596,worker_479,worker_381,worker_245,worker_253,worker_448,worker_640,worker_574,worker_496,worker_646,worker_477
2942,27,Private,Some-college,10,Never-married,Other-service,Not-in-family,0,40,Male,White,-1,3,2,3,2,2,3,2,3,3,3,2,worker_243,worker_646,worker_169,worker_253,worker_640,worker_563,worker_5,worker_432,worker_1,worker_106,worker_216
2943,19,State-gov,Some-college,10,Never-married,Other-service,Not-in-family,594,24,Male,White,-1,3,3,3,2,2,1,2,3,3,2,2,worker_239,worker_185,worker_515,worker_491,worker_289,worker_577,worker_180,worker_421,worker_299,worker_640,worker_24
2944,21,Private,Some-college,10,Never-married,Prof-specialty,Child,0,40,Female,White,-1,2,1,3,2,1,1,4,2,2,1,3,worker_244,worker_549,worker_52,worker_157,worker_577,worker_626,worker_191,worker_640,worker_583,worker_449,worker_225
2945,26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,50,Male,White,-1,4,4,2,3,2,2,3,3,3,2,4,worker_596,worker_479,worker_381,worker_245,worker_253,worker_448,worker_640,worker_574,worker_496,worker_646,worker_477
2946,45,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,0,40,Female,White,-1,3,4,3,3,3,3,4,2,4,3,4,worker_152,worker_264,worker_231,worker_99,worker_286,worker_156,worker_463,worker_640,worker_549,worker_55,worker_631
2947,43,Private,Masters,14,Divorced,Exec-managerial,Unmarried,0,50,Male,White,-1,2,3,3,3,4,1,4,4,4,3,3,worker_239,worker_185,worker_515,worker_491,worker_289,worker_577,worker_180,worker_421,worker_299,worker_640,worker_24
2948,52,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,0,40,Female,White,-1,4,2,4,3,2,2,4,2,1,3,2,worker_253,worker_136,worker_511,worker_38,worker_412,worker_304,worker_446,worker_320,worker_571,worker_640,worker_139
2949,40,Self-employed (inc.),High-school-grad,9,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,-1,3,3,3,2,1,3,2,3,3,2,4,worker_97,worker_162,worker_565,worker_178,worker_640,worker_471,worker_386,worker_571,worker_510,worker_648,worker_559
2950,56,Private,Prim-middle-school,3,Separated,Machine-op-inspct,Not-in-family,0,40,Male,White,-1,3,2,3,1,2,3,4,3,2,4,3,worker_239,worker_246,worker_251,worker_450,worker_278,worker_607,worker_147,worker_33,worker_177,worker_189,worker_535
2951,21,Private,Some-college,10,Never-married,Sales,Unmarried,0,40,Male,White,-1,3,2,2,2,1,2,2,3,3,2,1,worker_96,worker_571,worker_519,worker_253,worker_348,worker_377,worker_640,worker_641,worker_524,worker_66,worker_309
2952,19,Private,Some-college,10,Never-married,Other-service,Child,0,14,Male,White,-1,3,3,1,1,2,2,1,2,1,3,3,worker_419,worker_284,worker_316,worker_640,worker_88,worker_185,worker_293,worker_109,worker_598,worker_602,worker_421
2953,18,State-gov,High-school-grad,9,Never-married,Adm-clerical,Child,0,40,Male,White,-1,2,3,4,1,3,1,1,1,3,1,3,worker_69,worker_421,worker_179,worker_63,worker_563,worker_640,worker_494,worker_645,worker_291,worker_571,worker_398
2954,35,Private,Assoc-voc,11,Divorced,Tech-support,Child,0,35,Male,White,-1,3,3,2,2,2,1,4,2,1,4,2,worker_253,worker_32,worker_283,worker_632,worker_640,worker_571,worker_233,worker_292,worker_428,worker_256,worker_95
2955,26,Private,High-school-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,40,Male,White,-1,1,1,1,4,3,2,2,2,3,1,2,worker_434,worker_640,worker_103,worker_417,worker_536,worker_281,worker_622,worker_165,worker_378,worker_173,worker_55
2956,44,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,0,40,Female,Black,-1,2,2,3,3,3,3,3,4,2,1,4,worker_30,worker_350,worker_646,worker_442,worker_342,worker_640,worker_94,worker_169,worker_115,worker_114,worker_451
2957,35,Local-gov,High-school-grad,9,Civilian spouse,Other-service,Husband,0,40,Male,White,-1,3,1,3,2,2,2,2,3,3,3,2,worker_633,worker_55,worker_71,worker_286,worker_173,worker_635,worker_640,worker_126,worker_172,worker_382,worker_557
2958,25,Private,Some-college,10,Never-married,Sales,Other-relative,0,40,Male,White,-1,2,2,1,2,2,2,3,1,3,1,2,worker_253,worker_52,worker_326,worker_111,worker_618,worker_104,worker_329,worker_646,worker_421,worker_43,worker_640
2959,39,Private,High-school-grad,9,Civilian spouse,Transport-moving,Husband,0,60,Male,White,-1,2,1,3,4,2,3,3,2,4,3,3,worker_650,worker_627,worker_52,worker_371,worker_86,worker_360,worker_640,worker_29,worker_222,worker_16,worker_118
2960,71,Private,Prim-middle-school,3,Civilian spouse,Transport-moving,Husband,0,40,Male,White,-1,4,2,2,3,2,4,2,4,2,2,3,worker_253,worker_195,worker_421,worker_265,worker_580,worker_646,worker_493,worker_179,worker_169,worker_44,worker_479
2961,39,Private,Bachelors,13,Civilian spouse,Tech-support,Husband,0,50,Male,White,-1,2,4,4,3,3,2,3,2,3,4,3,worker_563,worker_460,worker_379,worker_404,worker_298,worker_20,worker_187,worker_186,worker_260,worker_421,worker_26
2962,36,State-gov,High-school-grad,9,Civilian spouse,Exec-managerial,Husband,0,50,Male,White,-1,3,4,4,2,3,2,2,3,3,2,2,worker_489,worker_472,worker_571,worker_361,worker_510,worker_4,worker_552,worker_100,worker_291,worker_187,worker_640
2963,35,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,0,45,Male,White,-1,2,4,2,3,3,3,2,2,2,3,2,worker_122,worker_609,worker_640,worker_237,worker_319,worker_328,worker_40,worker_36,worker_423,worker_608,worker_76
2964,29,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,3674,40,Male,White,-1,3,3,4,1,2,2,3,3,3,1,2,worker_271,worker_55,worker_640,worker_577,worker_171,worker_286,worker_629,worker_391,worker_325,worker_528,worker_620
2965,17,Private,High-school,6,Never-married,Other-service,Child,0,20,Male,White,-1,1,2,1,2,1,2,3,1,2,2,2,worker_640,worker_253,worker_506,worker_10,worker_75,worker_652,worker_276,worker_15,worker_169,worker_55,worker_460
2966,47,Local-gov,High-school-grad,9,Separated,Adm-clerical,Unmarried,0,40,Female,Black,-1,2,2,2,2,2,1,4,3,2,1,1,worker_169,worker_427,worker_508,worker_447,worker_180,worker_191,worker_35,worker_572,worker_476,worker_640,worker_340
2967,20,Private,High-school-grad,9,Never-married,Craft-repair,Child,0,25,Male,White,-1,1,1,3,1,1,4,1,3,1,1,1,worker_381,worker_653,worker_379,worker_640,worker_571,worker_510,worker_170,worker_421,worker_467,worker_347,worker_557
2968,43,Self-employed (not inc.),High-school-grad,9,Civilian spouse,Sales,Husband,0,45,Male,White,-1,3,3,2,2,3,1,3,3,1,3,2,worker_593,worker_424,worker_504,worker_185,worker_74,worker_640,worker_577,worker_562,worker_103,worker_247,worker_169
2969,25,Private,High-school-grad,9,Never-married,Handlers-cleaners,Child,0,40,Male,White,-1,4,2,3,2,4,2,1,1,1,3,1,worker_40,worker_616,worker_439,worker_129,worker_613,worker_164,worker_337,worker_289,worker_81,worker_500,worker_640
2970,19,Private,High-school,7,Never-married,Sales,Other-relative,0,16,Male,White,-1,2,1,3,2,1,3,1,2,1,1,2,worker_17,worker_402,worker_99,worker_331,worker_72,worker_248,worker_468,worker_151,worker_640,worker_183,worker_455
2971,37,Private,High-school-grad,9,Divorced,Machine-op-inspct,Not-in-family,0,56,Female,White,-1,2,1,4,3,3,2,2,3,3,1,3,worker_624,worker_577,worker_148,worker_640,worker_218,worker_79,worker_41,worker_558,worker_304,worker_614,worker_421
2972,30,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,4,2,3,3,2,3,2,2,4,2,3,worker_152,worker_264,worker_231,worker_99,worker_286,worker_156,worker_463,worker_640,worker_549,worker_55,worker_631
2973,35,Private,High-school,8,Civilian spouse,Other-service,Husband,0,40,Male,Black,-1,3,2,4,2,2,3,2,3,2,1,3,worker_239,worker_185,worker_515,worker_491,worker_289,worker_577,worker_180,worker_421,worker_299,worker_640,worker_24
2974,25,Private,High-school-grad,9,Never-married,Adm-clerical,Unmarried,0,40,Male,Black,-1,2,1,3,1,1,2,2,4,3,1,3,worker_443,worker_640,worker_421,worker_571,worker_630,worker_213,worker_575,worker_333,worker_282,worker_232,worker_473
2975,24,Private,Some-college,10,Never-married,Sales,Child,0,20,Female,White,-1,2,3,3,1,2,2,1,3,3,3,3,worker_295,worker_485,worker_551,worker_640,worker_169,worker_91,worker_429,worker_601,worker_411,worker_549,worker_522
2976,40,Self-employed (not inc.),Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,50,Male,White,-1,1,3,4,3,4,2,4,4,4,3,3,worker_577,worker_53,worker_544,worker_640,worker_617,worker_553,worker_305,worker_216,worker_455,worker_364,worker_182
2977,17,Private,High-school,7,Never-married,Prof-specialty,Child,0,40,Male,White,-1,2,3,2,1,2,1,1,2,1,1,2,worker_138,worker_256,worker_253,worker_8,worker_70,worker_640,worker_619,worker_277,worker_458,worker_571,worker_358
2978,65,Private,High-school,7,Civilian spouse,Handlers-cleaners,Husband,0,20,Male,White,-1,1,1,1,2,4,1,3,3,3,2,3,worker_640,worker_33,worker_531,worker_16,worker_392,worker_169,worker_200,worker_646,worker_93,worker_109,worker_21
2979,34,Private,Some-college,10,Never-married,Sales,Child,0,35,Female,Black,-1,2,2,3,4,2,1,3,3,2,3,3,worker_479,worker_592,worker_542,worker_256,worker_640,worker_316,worker_253,worker_563,worker_646,worker_96,worker_175
2980,23,Private,High-school-grad,9,Never-married,Other-service,Child,0,25,Male,Black,-1,2,1,3,1,1,1,1,1,2,1,2,worker_244,worker_549,worker_52,worker_157,worker_577,worker_626,worker_191,worker_640,worker_583,worker_449,worker_225
2981,32,Self-employed (not inc.),High-school-grad,9,Civilian spouse,Farming-fishing,Husband,5013,65,Male,White,-1,4,3,2,2,4,1,4,4,4,3,3,worker_466,worker_455,worker_234,worker_547,worker_125,worker_157,worker_640,worker_296,worker_194,worker_421,worker_217
2982,32,Private,High-school-grad,9,Never-married,Craft-repair,Child,0,38,Male,Black,-1,2,1,2,1,1,4,1,3,2,4,2,worker_39,worker_187,worker_103,worker_503,worker_640,worker_291,worker_571,worker_421,worker_230,worker_45,worker_216
2983,38,Private,Prof-school,15,Civilian spouse,Prof-specialty,Wife,0,40,Female,White,-1,3,4,3,4,2,2,2,3,4,1,3,worker_286,worker_379,worker_45,worker_292,worker_571,worker_463,worker_442,worker_65,worker_291,worker_314,worker_640
2984,35,Private,High-school,7,Separated,Transport-moving,Not-in-family,0,90,Male,White,-1,3,4,2,2,2,3,4,2,3,2,4,worker_44,worker_640,worker_642,worker_571,worker_100,worker_500,worker_253,worker_149,worker_611,worker_292,worker_233
2985,27,Private,High-school-grad,9,Civilian spouse,Sales,Wife,0,45,Female,White,-1,2,2,2,2,4,3,1,3,2,3,1,worker_563,worker_479,worker_209,worker_89,worker_379,worker_202,worker_571,worker_22,worker_623,worker_291,worker_640
2986,27,Self-employed (not inc.),High-school,7,Civilian spouse,Exec-managerial,Husband,0,50,Male,White,-1,2,4,3,1,3,2,4,3,4,2,2,worker_381,worker_653,worker_379,worker_640,worker_571,worker_510,worker_170,worker_421,worker_467,worker_347,worker_557
2987,26,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Husband,3464,48,Male,White,-1,3,4,2,3,3,3,1,1,2,3,3,worker_300,worker_90,worker_514,worker_14,worker_107,worker_58,worker_144,worker_557,worker_105,worker_92,worker_307
2988,36,Private,High-school-grad,9,Separated,Other-service,Unmarried,0,28,Female,Black,-1,2,3,3,1,2,2,1,2,3,3,1,worker_563,worker_460,worker_379,worker_404,worker_298,worker_20,worker_187,worker_186,worker_260,worker_421,worker_26
2989,40,Private,Masters,14,Divorced,Exec-managerial,Unmarried,0,38,Female,White,-1,3,4,4,3,4,4,2,3,4,3,3,worker_161,worker_421,worker_443,worker_571,worker_220,worker_160,worker_489,worker_640,worker_292,worker_416,worker_7
2990,31,Private,High-school-grad,9,Civilian spouse,Other-service,Husband,0,52,Male,White,-1,3,2,2,3,3,2,1,2,1,3,2,worker_203,worker_171,worker_253,worker_202,worker_120,worker_490,worker_173,worker_55,worker_141,worker_605,worker_640
2991,21,Private,Some-college,10,Never-married,Sales,Child,0,60,Female,White,-1,3,4,4,4,1,2,2,3,4,2,2,worker_400,worker_169,worker_450,worker_526,worker_509,worker_163,worker_465,worker_640,worker_594,worker_412,worker_422
2992,39,Private,High-school-grad,9,Civilian spouse,Other-service,Other-relative,0,40,Female,Black,-1,3,2,1,2,3,2,2,1,3,1,1,worker_489,worker_472,worker_571,worker_361,worker_510,worker_4,worker_552,worker_100,worker_291,worker_187,worker_640
2993,56,State-gov,High-school-grad,9,Divorced,Adm-clerical,Child,0,35,Female,White,-1,4,4,4,3,3,1,1,1,2,1,2,worker_44,worker_518,worker_253,worker_640,worker_96,worker_355,worker_134,worker_571,worker_556,worker_387,worker_501
2994,33,Private,Bachelors,13,Civilian spouse,Farming-fishing,Husband,0,40,Male,White,-1,2,2,3,3,4,3,2,4,2,2,3,worker_30,worker_350,worker_646,worker_442,worker_342,worker_640,worker_94,worker_169,worker_115,worker_114,worker_451
2995,50,Self-employed (inc.),Bachelors,13,Civilian spouse,Exec-managerial,Husband,0,48,Male,White,-1,4,3,3,3,4,3,4,3,2,3,4,worker_239,worker_246,worker_251,worker_450,worker_278,worker_607,worker_147,worker_33,worker_177,worker_189,worker_535
2996,23,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,0,40,Male,White,-1,3,3,3,2,3,3,2,3,4,2,3,worker_286,worker_379,worker_45,worker_292,worker_571,worker_463,worker_442,worker_65,worker_291,worker_314,worker_640
2997,27,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,3325,40,Male,White,-1,3,3,4,2,3,2,2,2,1,3,1,worker_413,worker_640,worker_169,worker_211,worker_220,worker_253,worker_55,worker_64,worker_543,worker_464,worker_173
2998,31,Private,High-school-grad,9,Never-married,Other-service,Unmarried,0,8,Female,White,-1,2,3,2,1,2,4,2,2,3,3,1,worker_433,worker_421,worker_30,worker_640,worker_94,worker_301,worker_68,worker_145,worker_414,worker_563,worker_479
2999,26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,40,Female,White,-1,3,2,1,2,3,2,4,1,4,2,3,worker_489,worker_472,worker_571,worker_361,worker_510,worker_4,worker_552,worker_100,worker_291,worker_187,worker_640
3000,23,Private,Some-college,10,Never-married,Sales,Not-in-family,0,55,Male,White,-1,4,2,2,3,4,3,2,3,1,2,3,worker_252,worker_160,worker_480,worker_647,worker_289,worker_525,worker_561,worker_640,worker_375,worker_426,worker_115
3001,59,Self-employed (not inc.),Assoc-acdm,12,Divorced,Tech-support,Not-in-family,0,40,Male,White,-1,2,3,3,2,2,3,2,3,4,3,2,worker_466,worker_455,worker_234,worker_547,worker_125,worker_157,worker_640,worker_296,worker_194,worker_421,worker_217
3002,39,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,40,Male,White,-1,4,4,4,3,3,3,4,3,4,3,3,worker_135,worker_560,worker_175,worker_228,worker_250,worker_242,worker_636,worker_640,worker_167,worker_604,worker_211
3003,43,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,40,Female,White,-1,3,4,4,4,4,4,4,3,4,4,4,worker_400,worker_169,worker_450,worker_526,worker_509,worker_163,worker_465,worker_640,worker_594,worker_412,worker_422
3004,26,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,2,2,2,3,3,2,4,3,2,2,3,worker_30,worker_350,worker_646,worker_442,worker_342,worker_640,worker_94,worker_169,worker_115,worker_114,worker_451
3005,40,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,0,40,Male,White,-1,2,3,2,2,2,3,2,3,3,3,1,worker_236,worker_169,worker_12,worker_640,worker_440,worker_450,worker_153,worker_116,worker_96,worker_603,worker_265
3006,27,Private,Prim-middle-school,4,Never-married,Priv-house-serv,Child,0,30,Female,White,-1,2,2,4,1,1,1,2,1,1,2,2,worker_266,worker_253,worker_306,worker_131,worker_640,worker_243,worker_646,worker_367,worker_570,worker_421,worker_479
3007,35,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,48,Male,White,-1,2,3,2,2,3,2,3,3,3,3,4,worker_292,worker_192,worker_321,worker_405,worker_253,worker_640,worker_96,worker_571,worker_269,worker_384,worker_290
3008,28,Private,High-school-grad,9,Divorced,Handlers-cleaners,Not-in-family,0,40,Female,White,-1,2,3,3,1,2,1,2,3,2,4,2,worker_253,worker_195,worker_421,worker_265,worker_580,worker_646,worker_493,worker_179,worker_169,worker_44,worker_479
3009,20,Private,High-school-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,40,Male,White,-1,3,2,1,4,3,2,2,3,3,1,3,worker_5,worker_294,worker_136,worker_80,worker_533,worker_224,worker_184,worker_444,worker_318,worker_272,worker_270
3010,51,Private,High-school,6,Divorced,Craft-repair,Not-in-family,0,35,Female,Black,-1,2,4,1,2,2,2,2,2,2,1,2,worker_315,worker_258,worker_191,worker_145,worker_521,worker_259,worker_327,worker_238,worker_23,worker_640,worker_472
3011,36,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,2,3,3,2,1,2,2,2,1,3,3,worker_286,worker_421,worker_45,worker_292,worker_640,worker_425,worker_379,worker_109,worker_410,worker_458,worker_31
3012,18,Private,Some-college,10,Never-married,Other-service,Child,0,20,Female,White,-1,2,3,1,1,3,1,1,1,1,2,2,worker_593,worker_424,worker_504,worker_185,worker_74,worker_640,worker_577,worker_562,worker_103,worker_247,worker_169
3013,25,Private,Bachelors,13,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,-1,4,3,2,3,2,3,4,3,3,2,1,worker_135,worker_560,worker_175,worker_228,worker_250,worker_242,worker_636,worker_640,worker_167,worker_604,worker_211
3014,55,Self-employed (inc.),High-school-grad,9,Separated,Sales,Not-in-family,0,60,Female,White,-1,3,4,4,2,2,4,3,3,2,4,3,worker_176,worker_233,worker_479,worker_292,worker_420,worker_181,worker_130,worker_640,worker_571,worker_96,worker_253
3015,34,Private,High-school-grad,9,Never-married,Other-service,Not-in-family,0,40,Male,White,-1,3,2,3,2,1,2,2,1,2,3,3,worker_400,worker_169,worker_450,worker_526,worker_509,worker_163,worker_465,worker_640,worker_594,worker_412,worker_422
3016,25,Private,Assoc-acdm,12,Never-married,Exec-managerial,Child,0,45,Male,White,-1,2,2,2,2,2,3,2,2,3,2,3,worker_567,worker_366,worker_571,worker_253,worker_67,worker_545,worker_181,worker_640,worker_292,worker_353,worker_457
3017,41,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,0,45,Male,Black,-1,3,3,3,4,2,2,3,2,4,2,3,worker_400,worker_169,worker_450,worker_526,worker_509,worker_163,worker_465,worker_640,worker_594,worker_412,worker_422
3018,34,Private,Some-college,10,Civilian spouse,Transport-moving,Husband,0,40,Male,White,-1,3,3,3,2,2,2,2,3,3,3,3,worker_433,worker_421,worker_30,worker_640,worker_94,worker_301,worker_68,worker_145,worker_414,worker_563,worker_479
3019,42,Self-employed (not inc.),High-school-grad,9,Never-married,Farming-fishing,Child,0,85,Male,White,-1,4,3,2,2,3,2,2,4,3,3,3,worker_253,worker_52,worker_326,worker_111,worker_618,worker_104,worker_329,worker_646,worker_421,worker_43,worker_640
3020,34,Private,High-school-grad,9,Divorced,Machine-op-inspct,Unmarried,0,40,Female,Black,-1,3,1,2,3,4,2,4,2,3,1,2,worker_434,worker_640,worker_103,worker_417,worker_536,worker_281,worker_622,worker_165,worker_378,worker_173,worker_55
3021,43,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,40,Female,Black,-1,1,2,2,2,3,3,1,1,4,2,3,worker_585,worker_383,worker_590,worker_455,worker_169,worker_401,worker_390,worker_381,worker_586,worker_640,worker_550
3022,23,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,40,Male,White,-1,2,2,1,2,3,2,2,3,4,3,2,worker_640,worker_484,worker_230,worker_255,worker_286,worker_654,worker_28,worker_48,worker_445,worker_382,worker_313
